idDrink,Name,Category,Alcoholic,Glass,Instructions,Thumbnail,Ingredient1,Ingredient2,Ingredient3,Ingredient4,Ingredient5,Ingredient6,Measure1,Measure2,Measure3,Measure4,Measure5,Measure6,Measure1 (ml),Measure2 (ml),Measure3 (ml),Measure4 (ml),Measure5 (ml),Measure6 (ml)
12188,Sherry Eggnog,Ordinary Drink,Alcoholic,Collins glass,"Shake sherry, powdered sugar, and egg with ice and strain into a collins glass. Fill with milk and stir. Sprinkle nutmeg on top and serve.",https://www.thecocktaildb.com/images/media/drink/xwrpsv1478820541.jpg,Sherry,Powdered sugar,Egg,Milk,Nutmeg,,2 *30 ml cream ,1 *5 ml ,1 whole ,0,0,0,60,5,1 whole ,0,0,0
13024,Sweet Sangria,Punch / Party Drink,Alcoholic,Pitcher,"Dissolve the sugar in hot water and cool. Peel the citrus fruits and break into wedges. Mix the wine, sugar syrup, fruit, and Fresca in a pitcher and put in the fridge for a few hours. Serve in tall glasses with a straw.",https://www.thecocktaildb.com/images/media/drink/uqqvsp1468924228.jpg,Red wine,Sugar,Water,Apple,Orange,Lime,2 bottles ,1 cup ,2 cups hot ,1 cup," wedges
"," wedges
",2 bottles ,1 cup ,2 cups hot ,1 cup," wedges
"," wedges
"
15184,San Francisco,Ordinary Drink,Alcoholic,Highball glass,"Take a tall glass and put in a few ice cubes, fill the vodka over it and fill with juice then the ""creme"", to end fill in the grenadine but very carefully at the side of the glass so it will lay down in the bottom. garnish with orange and strawberry.",https://www.thecocktaildb.com/images/media/drink/szmj2d1504889961.jpg,Vodka,Creme de Banane,Grenadine,Orange juice,,,2 *10 ml ,2 *10 ml ,0,0,0,0,20,20,0,0,0,0
15226,Space Odyssey,Ordinary Drink,Alcoholic,Highball glass,Fill glass with ice and add shots of Bacardi and Malibu. Add splash of pineapple juice and top with orange juice. Add grenadine for color and garnish with cherries.,https://www.thecocktaildb.com/images/media/drink/vxtjbx1504817842.jpg,151 proof rum,Malibu rum,Pineapple juice,Orange juice,Grenadine,Cherries,1 *44 ml Bacardi ,1 *44 ml ,1 *44 ml ,0,0,0,44,44,44,0,0,0
12138,Scotch Cobbler,Ordinary Drink,Alcoholic,Old-fashioned glass,"Pour scotch, brandy, and curacao over ice in an old-fashioned glass. Add the orange slice, top with the mint sprig, and serve.",https://www.thecocktaildb.com/images/media/drink/1q7coh1504736227.jpg,Scotch,Brandy,Curacao,Orange,Mint,,2 *30 ml ,4 dashes ,4 dashes ,1 slice ,1,0,60,4 dashes ,4 dashes ,1 slice ,1,0
12388,Thriller,Ordinary Drink,Alcoholic,Cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/rvuswq1461867714.jpg,Scotch,Wine,Orange juice,,,,1 1/2 *30 ml ,1 *30 ml Green Ginger ,1 *30 ml ,0,0,0,165,30,30,0,0,0
12856,Tia-Maria,Homemade Liqueur,Alcoholic,Collins Glass,"Boil water, sugar and coffe for 10 mins and let cool. Add rum and vanilla. Put in clean bottle(s) and leave for 1 week before using.",https://www.thecocktaildb.com/images/media/drink/sih81u1504367097.jpg,Water,Brown sugar,Coffee,Rum,Vanilla extract,,1 cup ,3/4-1 cup ,4 *5 ml ,1 cup ,4 *5 ml ,0,1 cup ,3/4-1 cup ,20,1 cup ,20,0
17828,Tipperary,Cocktail,Alcoholic,Nick and Nora Glass,"Stir over ice. Strain into chilled glass. Cut a wide swath of orange peel, and express the orange oils over the drink. Discard orange twist.",https://www.thecocktaildb.com/images/media/drink/b522ek1521761610.jpg,Irish Whiskey,Sweet Vermouth,Green Chartreuse,,,,2 *30 ml,1 *30 ml,1/2 *30 ml,0,0,0,60,30,15,0,0,0
15006,Turkeyball,Shot,Alcoholic,Shot glass,Shake with ice and strain into a shot glass.,https://www.thecocktaildb.com/images/media/drink/rxurpr1441554292.jpg,Wild Turkey,Amaretto,Pineapple juice,,,,1 *30 ml ,3/4 *30 ml ,1 splash ,0,0,0,30,22.5,1 splash ,0,0,0
12402,Tom Collins,Ordinary Drink,Alcoholic,Collins glass,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice.",https://www.thecocktaildb.com/images/media/drink/qystvv1439907682.jpg,Gin,Lemon juice,Sugar,Club soda,Maraschino cherry,Orange,2 *30 ml ,1 *30 ml ,1 *5 ml superfine ,3 *30 ml ,1,1,60,30,5,90,1,1
15639,Texas Sling,Milk / Float / Shake,Alcoholic,Wine Glass,"Blend with Ice until smooth. Serve in a tulip glass, top with whip cream.",https://www.thecocktaildb.com/images/media/drink/ypl13s1504890158.jpg,Kahlua,Irish cream,Amaretto,151 proof rum,Cream,,1/2 *30 ml ,1/2 *30 ml ,1/2 *30 ml ,1/2 *30 ml Bacardi ,1 *30 ml ,0,15,15,15,15,30,0
12362,Tequila Fizz,Ordinary Drink,Alcoholic,Collins glass,"Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/2bcase1504889637.jpg,Tequila,Lemon juice,Grenadine,Egg white,Ginger ale,,2 *30 ml ,1 *15 ml ,3/4 *30 ml ,1,0,0,60,15,22.5,1,0,0
12370,Tequila Sour,Ordinary Drink,Alcoholic,Whiskey sour glass,"Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/ek0mlq1504820601.jpg,Tequila,Lemon,Powdered sugar,Lemon,Cherry,,2 *30 ml ,Juice of 1/2 ,1 *5 ml ,1/2 slice ,1,0,60,Juice of 1/2 ,5,1/2 slice ,1,0
14860,Talos Coffee,Coffee / Tea,Alcoholic,Brandy snifter,Add your GM and then add your coffee.,https://www.thecocktaildb.com/images/media/drink/rswqpy1441246518.jpg,Grand Marnier,Coffee,,,,,3,1,0,0,0,0,3,1,0,0,0,0
15515,Tennesee Mud,Coffee / Tea,Alcoholic,Coffee Mug,"Mix Coffee, Jack Daniels and Amaretto. Add Cream on top.",https://www.thecocktaildb.com/images/media/drink/txruqv1441245770.jpg,Coffee,Jack Daniels,Amaretto,Whipped cream,,,8 *30 ml ,4 *30 ml ,4 *30 ml ,0,0,0,240,120,120,0,0,0
12418,Turf Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.,https://www.thecocktaildb.com/images/media/drink/utypqq1441554367.jpg,Dry Vermouth,Gin,Anis,Bitters,Orange peel,,1 *30 ml ,1 *30 ml ,1/4 *5 ml ,2 dashes ,Twist of ,0,30,30,1.25,2 dashes ,Twist of ,0
17247,The Last Word,Cocktail,Alcoholic,Cocktail glass,Shake with ice and strain into a cocktail glass.,https://www.thecocktaildb.com/images/media/drink/91oule1513702624.jpg,Green Chartreuse,Maraschino Liqueur,Lime Juice,,,,1 *30 ml,1 *30 ml,1 *30 ml,0,0,0,30,30,30,0,0,0
12420,Tuxedo Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.,https://www.thecocktaildb.com/images/media/drink/4u0nbl1504352551.jpg,Dry Vermouth,Gin,Maraschino liqueur,Anis,Orange bitters,Cherry,1 1/2 *30 ml ,1 1/2 *30 ml ,1/4 *5 ml ,1/4 *5 ml ,2 dashes ,1,165,165,1.25,1.25,2 dashes ,1
13621,Tequila Sunrise,Cocktail,Alcoholic,Highball glass,"Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.",https://www.thecocktaildb.com/images/media/drink/quqyqp1480879103.jpg,Tequila,Orange juice,Grenadine,,,,2 measures ,0,0,0,0,0,2 measures ,0,0,0,0,0
178307,Tequila Slammer,Shot,Alcoholic,Hurricane glass,Mix carefully to avoid releasing the dissolved CO2.,https://www.thecocktaildb.com/images/media/drink/43uhr51551451311.jpg,Tequila,7-up,,,,,1 *44 ml,1,0,0,0,0,44,1,0,0,0,0
178330,The Philosopher,Cocktail,Alcoholic,Margarita glass,"Add all the spirits in a shaker (best to use Hendricks gin) as well as the orange bitters and lemon juice. Strain into a Margarita glass, top with Prosecco.",https://www.thecocktaildb.com/images/media/drink/sp8hkp1596017787.jpg,Gin,Melon Liqueur,Orange Bitters,Lemon Juice,Prosecco,,1 *44 ml,1 *44 ml,1 dash,1 dash,Top,0,44,44,1 dash,1 dash,Top,0
14602,Tequila Surprise,Shot,Alcoholic,Shot glass,Fill shot glass with Tequila. Add drops of Tobasco sauce.,https://www.thecocktaildb.com/images/media/drink/8189p51504735581.jpg,Tequila,Tabasco sauce,,,,,full glass ,About 8 drops ,0,0,0,0,full glass ,About 8 drops ,0,0,0,0
17826,The Jimmy Conway,Cocktail,Alcoholic,Whiskey sour glass,"Fill glass with ice
Pour in The Irishman and Disaronno
Fill to the top with Cranberry Juice
Garnish with a slice of lemon…Enjoy!",https://www.thecocktaildb.com/images/media/drink/wbcvyo1535794478.jpg,Irish Whiskey,Amaretto,Cranberry Juice,,,,50 ml,50 ml,4 *30 ml,0,0,0,50 ml,50 ml,120,0,0,0
15178,Texas Rattlesnake,Shot,Alcoholic,Highball glass,"Mix all ingredients and Shake well. Sweet at first, with a BITE at the end...",https://www.thecocktaildb.com/images/media/drink/rtohqp1504889750.jpg,Yukon Jack,Cherry brandy,Southern Comfort,Sweet and sour,,,1,0.5,1,15 ml ,0,0,1,0.5,1,15 ml ,0,0
17216,Tommy's Margarita,Ordinary Drink,Alcoholic,Old-Fashioned glass,Shake and strain into a chilled cocktail glass.,https://www.thecocktaildb.com/images/media/drink/loezxn1504373874.jpg,Tequila,Lime Juice,Agave syrup,,,,4.5 *10 ml,1.5 *10 ml,2 spoons,0,0,0,45,15,2 spoons,0,0,0
